-4.0,0.0,0.0,0.0
-3.667,-1.333,-0.667,-0.333
-3.667,-1.333,-0.667,0.0
-3.667,-1.333,-0.667,0.333
-3.667,-1.333,-0.333,-0.667
-3.667,-1.333,-0.333,-0.333
-3.667,-1.333,-0.333,0.0
-3.667,-1.333,-0.333,0.333
-3.667,-1.333,-0.333,0.667
-3.667,-1.333,0.0,-0.667
-3.667,-1.333,0.0,-0.333
-3.667,-1.333,0.0,0.0
-3.667,-1.333,0.0,0.333
-3.667,-1.333,0.0,0.667
-3.667,-1.333,0.333,-0.667
-3.667,-1.333,0.333,-0.333
-3.667,-1.333,0.333,0.0
-3.667,-1.333,0.333,0.333
-3.667,-1.333,0.333,0.667
-3.667,-1.333,0.667,-0.333
-3.667,-1.333,0.667,0.0
-3.667,-1.333,0.667,0.333
-3.667,-1.0,-1.0,-0.667
-3.667,-1.0,-1.0,-0.333
-3.667,-1.0,-1.0,0.0
-3.667,-1.0,-1.0,0.333
-3.667,-1.0,-1.0,0.667
-3.667,-1.0,-0.667,-1.0
-3.667,-1.0,-0.667,-0.667
-3.667,-1.0,-0.667,-0.333
-3.667,-1.0,-0.667,0.0
-3.667,-1.0,-0.667,0.333
-3.667,-1.0,-0.667,0.667
-3.667,-1.0,-0.667,1.0
-3.667,-1.0,-0.333,-1.0
-3.667,-1.0,-0.333,-0.667
-3.667,-1.0,-0.333,-0.333
-3.667,-1.0,-0.333,0.0
-3.667,-1.0,-0.333,0.333
-3.667,-1.0,-0.333,0.667
-3.667,-1.0,-0.333,1.0
-3.667,-1.0,0.0,-1.0
-3.667,-1.0,0.0,-0.667
-3.667,-1.0,0.0,-0.333
-3.667,-1.0,0.0,0.0
-3.667,-1.0,0.0,0.333
-3.667,-1.0,0.0,0.667
-3.667,-1.0,0.0,1.0
-3.667,-1.0,0.333,-1.0
-3.667,-1.0,0.333,-0.667
-3.667,-1.0,0.333,-0.333
-3.667,-1.0,0.333,0.0
-3.667,-1.0,0.333,0.333
-3.667,-1.0,0.333,0.667
-3.667,-1.0,0.333,1.0
-3.667,-1.0,0.667,-1.0
-3.667,-1.0,0.667,-0.667
-3.667,-1.0,0.667,-0.333
-3.667,-1.0,0.667,0.0
-3.667,-1.0,0.667,0.333
-3.667,-1.0,0.667,0.667
-3.667,-1.0,0.667,1.0
-3.667,-1.0,1.0,-0.667
-3.667,-1.0,1.0,-0.333
-3.667,-1.0,1.0,0.0
-3.667,-1.0,1.0,0.333
-3.667,-1.0,1.0,0.667
-3.667,-0.667,-1.333,-0.333
-3.667,-0.667,-1.333,0.0
-3.667,-0.667,-1.333,0.333
-3.667,-0.667,-1.0,-1.0
-3.667,-0.667,-1.0,-0.667
-3.667,-0.667,-1.0,-0.333
-3.667,-0.667,-1.0,0.0
-3.667,-0.667,-1.0,0.333
-3.667,-0.667,-1.0,0.667
-3.667,-0.667,-1.0,1.0
-3.667,-0.667,-0.667,-1.0
-3.667,-0.667,-0.667,-0.667
-3.667,-0.667,-0.667,-0.333
-3.667,-0.667,-0.667,0.0
-3.667,-0.667,-0.667,0.333
-3.667,-0.667,-0.667,0.667
-3.667,-0.667,-0.667,1.0
-3.667,-0.667,-0.333,-1.333
-3.667,-0.667,-0.333,-1.0
