-0.2,-0.2,-0.2,-0.2
-0.2,-0.2,-0.2,-0.173
-0.2,-0.2,-0.2,-0.147
-0.2,-0.2,-0.2,-0.12
-0.2,-0.2,-0.2,-0.093
-0.2,-0.2,-0.2,-0.067
-0.2,-0.2,-0.2,-0.04
-0.2,-0.2,-0.2,-0.013
-0.2,-0.2,-0.2,0.013
-0.2,-0.2,-0.2,0.04
-0.2,-0.2,-0.2,0.067
-0.2,-0.2,-0.2,0.093
-0.2,-0.2,-0.2,0.12
-0.2,-0.2,-0.2,0.147
-0.2,-0.2,-0.2,0.173
-0.2,-0.2,-0.2,0.2
-0.2,-0.2,-0.173,-0.2
-0.2,-0.2,-0.173,-0.173
-0.2,-0.2,-0.173,-0.147
-0.2,-0.2,-0.173,-0.12
-0.2,-0.2,-0.173,-0.093
-0.2,-0.2,-0.173,-0.067
-0.2,-0.2,-0.173,-0.04
-0.2,-0.2,-0.173,-0.013
-0.2,-0.2,-0.173,0.013
-0.2,-0.2,-0.173,0.04
-0.2,-0.2,-0.173,0.067
-0.2,-0.2,-0.173,0.093
-0.2,-0.2,-0.173,0.12
-0.2,-0.2,-0.173,0.147
-0.2,-0.2,-0.173,0.173
-0.2,-0.2,-0.173,0.2
-0.2,-0.2,-0.147,-0.2
-0.2,-0.2,-0.147,-0.173
-0.2,-0.2,-0.147,-0.147
-0.2,-0.2,-0.147,-0.12
-0.2,-0.2,-0.147,-0.093
-0.2,-0.2,-0.147,-0.067
-0.2,-0.2,-0.147,-0.04
-0.2,-0.2,-0.147,-0.013
-0.2,-0.2,-0.147,0.013
-0.2,-0.2,-0.147,0.04
-0.2,-0.2,-0.147,0.067
-0.2,-0.2,-0.147,0.093
-0.2,-0.2,-0.147,0.12
-0.2,-0.2,-0.147,0.147
-0.2,-0.2,-0.147,0.173
-0.2,-0.2,-0.147,0.2
-0.2,-0.2,-0.12,-0.2
-0.2,-0.2,-0.12,-0.173
-0.2,-0.2,-0.12,-0.147
-0.2,-0.2,-0.12,-0.12
-0.2,-0.2,-0.12,-0.093
-0.2,-0.2,-0.12,-0.067
-0.2,-0.2,-0.12,-0.04
-0.2,-0.2,-0.12,-0.013
-0.2,-0.2,-0.12,0.013
-0.2,-0.2,-0.12,0.04
-0.2,-0.2,-0.12,0.067
-0.2,-0.2,-0.12,0.093
-0.2,-0.2,-0.12,0.12
-0.2,-0.2,-0.12,0.147
-0.2,-0.2,-0.12,0.173
-0.2,-0.2,-0.12,0.2
-0.2,-0.2,-0.093,-0.2
-0.2,-0.2,-0.093,-0.173
-0.2,-0.2,-0.093,-0.147
-0.2,-0.2,-0.093,-0.12
-0.2,-0.2,-0.093,-0.093
-0.2,-0.2,-0.093,-0.067
-0.2,-0.2,-0.093,-0.04
-0.2,-0.2,-0.093,-0.013
-0.2,-0.2,-0.093,0.013
-0.2,-0.2,-0.093,0.04
-0.2,-0.2,-0.093,0.067
-0.2,-0.2,-0.093,0.093
-0.2,-0.2,-0.093,0.12
-0.2,-0.2,-0.093,0.147
-0.2,-0.2,-0.093,0.173
-0.2,-0.2,-0.093,0.2
-0.2,-0.2,-0.067,-0.2
-0.2,-0.2,-0.067,-0.173
-0.2,-0.2,-0.067,-0.147
