-2.2,-2.2,-2.2
-2.2,-2.2,-2.13
-2.2,-2.2,-2.06
-2.2,-2.2,-1.99
-2.2,-2.2,-1.921
-2.2,-2.2,-1.851
-2.2,-2.2,-1.781
-2.2,-2.2,-1.711
-2.2,-2.2,-1.641
-2.2,-2.2,-1.571
-2.2,-2.2,-1.502
-2.2,-2.2,-1.432
-2.2,-2.2,-1.362
-2.2,-2.2,-1.292
-2.2,-2.2,-1.222
-2.2,-2.2,-1.152
-2.2,-2.2,-1.083
-2.2,-2.2,-1.013
-2.2,-2.2,-0.943
-2.2,-2.2,-0.873
-2.2,-2.2,-0.803
-2.2,-2.2,-0.733
-2.2,-2.2,-0.663
-2.2,-2.2,-0.594
-2.2,-2.2,-0.524
-2.2,-2.2,-0.454
-2.2,-2.2,-0.384
-2.2,-2.2,-0.314
-2.2,-2.2,-0.244
-2.2,-2.2,-0.175
-2.2,-2.2,-0.105
-2.2,-2.2,-0.035
-2.2,-2.2,0.035
-2.2,-2.2,0.105
-2.2,-2.2,0.175
-2.2,-2.2,0.244
-2.2,-2.2,0.314
-2.2,-2.2,0.384
-2.2,-2.2,0.454
-2.2,-2.2,0.524
-2.2,-2.2,0.594
-2.2,-2.2,0.663
-2.2,-2.2,0.733
-2.2,-2.2,0.803
-2.2,-2.2,0.873
-2.2,-2.2,0.943
-2.2,-2.2,1.013
-2.2,-2.2,1.083
-2.2,-2.2,1.152
-2.2,-2.2,1.222
-2.2,-2.2,1.292
-2.2,-2.2,1.362
-2.2,-2.2,1.432
-2.2,-2.2,1.502
-2.2,-2.2,1.571
-2.2,-2.2,1.641
-2.2,-2.2,1.711
-2.2,-2.2,1.781
-2.2,-2.2,1.851
-2.2,-2.2,1.921
-2.2,-2.2,1.99
-2.2,-2.2,2.06
-2.2,-2.2,2.13
-2.2,-2.2,2.2
-2.2,-2.13,-2.2
-2.2,-2.13,-2.13
-2.2,-2.13,-2.06
-2.2,-2.13,-1.99
-2.2,-2.13,-1.921
-2.2,-2.13,-1.851
-2.2,-2.13,-1.781
-2.2,-2.13,-1.711
-2.2,-2.13,-1.641
-2.2,-2.13,-1.571
-2.2,-2.13,-1.502
-2.2,-2.13,-1.432
-2.2,-2.13,-1.362
-2.2,-2.13,-1.292
-2.2,-2.13,-1.222
-2.2,-2.13,-1.152
-2.2,-2.13,-1.083
-2.2,-2.13,-1.013
-2.2,-2.13,-0.943
-2.2,-2.13,-0.873
-2.2,-2.13,-0.803
-2.2,-2.13,-0.733
-2.2,-2.13,-0.663
-2.2,-2.13,-0.594
-2.2,-2.13,-0.524
-2.2,-2.13,-0.454
-2.2,-2.13,-0.384
-2.2,-2.13,-0.314
-2.2,-2.13,-0.244
-2.2,-2.13,-0.175
-2.2,-2.13,-0.105
-2.2,-2.13,-0.035
-2.2,-2.13,0.035
-2.2,-2.13,0.105
-2.2,-2.13,0.175
-2.2,-2.13,0.244
-2.2,-2.13,0.314
-2.2,-2.13,0.384
-2.2,-2.13,0.454
-2.2,-2.13,0.524
-2.2,-2.13,0.594
-2.2,-2.13,0.663
-2.2,-2.13,0.733
-2.2,-2.13,0.803
-2.2,-2.13,0.873
-2.2,-2.13,0.943
-2.2,-2.13,1.013
-2.2,-2.13,1.083
-2.2,-2.13,1.152
-2.2,-2.13,1.222
-2.2,-2.13,1.292
-2.2,-2.13,1.362
-2.2,-2.13,1.432
-2.2,-2.13,1.502
-2.2,-2.13,1.571
-2.2,-2.13,1.641
-2.2,-2.13,1.711
-2.2,-2.13,1.781
-2.2,-2.13,1.851
-2.2,-2.13,1.921
-2.2,-2.13,1.99
-2.2,-2.13,2.06
-2.2,-2.13,2.13
-2.2,-2.13,2.2
-2.2,-2.06,-2.2
-2.2,-2.06,-2.13
-2.2,-2.06,-2.06
-2.2,-2.06,-1.99
-2.2,-2.06,-1.921
-2.2,-2.06,-1.851
-2.2,-2.06,-1.781
-2.2,-2.06,-1.711
-2.2,-2.06,-1.641
-2.2,-2.06,-1.571
-2.2,-2.06,-1.502
-2.2,-2.06,-1.432
-2.2,-2.06,-1.362
-2.2,-2.06,-1.292
-2.2,-2.06,-1.222
-2.2,-2.06,-1.152
-2.2,-2.06,-1.083
-2.2,-2.06,-1.013
-2.2,-2.06,-0.943
-2.2,-2.06,-0.873
-2.2,-2.06,-0.803
-2.2,-2.06,-0.733
-2.2,-2.06,-0.663
-2.2,-2.06,-0.594
-2.2,-2.06,-0.524
-2.2,-2.06,-0.454
-2.2,-2.06,-0.384
-2.2,-2.06,-0.314
-2.2,-2.06,-0.244
-2.2,-2.06,-0.175
-2.2,-2.06,-0.105
-2.2,-2.06,-0.035
-2.2,-2.06,0.035
-2.2,-2.06,0.105
-2.2,-2.06,0.175
-2.2,-2.06,0.244
-2.2,-2.06,0.314
-2.2,-2.06,0.384
-2.2,-2.06,0.454
-2.2,-2.06,0.524
-2.2,-2.06,0.594
-2.2,-2.06,0.663
-2.2,-2.06,0.733
-2.2,-2.06,0.803
-2.2,-2.06,0.873
-2.2,-2.06,0.943
-2.2,-2.06,1.013
-2.2,-2.06,1.083
-2.2,-2.06,1.152
-2.2,-2.06,1.222
-2.2,-2.06,1.292
-2.2,-2.06,1.362
-2.2,-2.06,1.432
-2.2,-2.06,1.502
-2.2,-2.06,1.571
-2.2,-2.06,1.641
-2.2,-2.06,1.711
-2.2,-2.06,1.781
-2.2,-2.06,1.851
-2.2,-2.06,1.921
-2.2,-2.06,1.99
-2.2,-2.06,2.06
-2.2,-2.06,2.13
-2.2,-2.06,2.2
-2.2,-1.99,-2.2
-2.2,-1.99,-2.13
-2.2,-1.99,-2.06
-2.2,-1.99,-1.99
-2.2,-1.99,-1.921
-2.2,-1.99,-1.851
-2.2,-1.99,-1.781
-2.2,-1.99,-1.711
-2.2,-1.99,-1.641
-2.2,-1.99,-1.571
-2.2,-1.99,-1.502
-2.2,-1.99,-1.432
-2.2,-1.99,-1.362
-2.2,-1.99,-1.292
-2.2,-1.99,-1.222
-2.2,-1.99,-1.152
-2.2,-1.99,-1.083
-2.2,-1.99,-1.013
-2.2,-1.99,-0.943
-2.2,-1.99,-0.873
-2.2,-1.99,-0.803
-2.2,-1.99,-0.733
-2.2,-1.99,-0.663
-2.2,-1.99,-0.594
-2.2,-1.99,-0.524
-2.2,-1.99,-0.454
-2.2,-1.99,-0.384
-2.2,-1.99,-0.314
-2.2,-1.99,-0.244
-2.2,-1.99,-0.175
-2.2,-1.99,-0.105
-2.2,-1.99,-0.035
-2.2,-1.99,0.035
-2.2,-1.99,0.105
-2.2,-1.99,0.175
-2.2,-1.99,0.244
-2.2,-1.99,0.314
-2.2,-1.99,0.384
-2.2,-1.99,0.454
-2.2,-1.99,0.524
-2.2,-1.99,0.594
-2.2,-1.99,0.663
-2.2,-1.99,0.733
-2.2,-1.99,0.803
-2.2,-1.99,0.873
-2.2,-1.99,0.943
-2.2,-1.99,1.013
-2.2,-1.99,1.083
-2.2,-1.99,1.152
-2.2,-1.99,1.222
-2.2,-1.99,1.292
-2.2,-1.99,1.362
-2.2,-1.99,1.432
-2.2,-1.99,1.502
-2.2,-1.99,1.571
-2.2,-1.99,1.641
-2.2,-1.99,1.711
-2.2,-1.99,1.781
-2.2,-1.99,1.851
-2.2,-1.99,1.921
-2.2,-1.99,1.99
-2.2,-1.99,2.06
-2.2,-1.99,2.13
-2.2,-1.99,2.2
-2.2,-1.921,-2.2
-2.2,-1.921,-2.13
-2.2,-1.921,-2.06
-2.2,-1.921,-1.99
-2.2,-1.921,-1.921
-2.2,-1.921,-1.851
-2.2,-1.921,-1.781
-2.2,-1.921,-1.711
-2.2,-1.921,-1.641
-2.2,-1.921,-1.571
-2.2,-1.921,-1.502
-2.2,-1.921,-1.432
-2.2,-1.921,-1.362
-2.2,-1.921,-1.292
-2.2,-1.921,-1.222
-2.2,-1.921,-1.152
-2.2,-1.921,-1.083
-2.2,-1.921,-1.013
-2.2,-1.921,-0.943
-2.2,-1.921,-0.873
-2.2,-1.921,-0.803
-2.2,-1.921,-0.733
-2.2,-1.921,-0.663
-2.2,-1.921,-0.594
-2.2,-1.921,-0.524
-2.2,-1.921,-0.454
-2.2,-1.921,-0.384
-2.2,-1.921,-0.314
-2.2,-1.921,-0.244
-2.2,-1.921,-0.175
-2.2,-1.921,-0.105
-2.2,-1.921,-0.035
-2.2,-1.921,0.035
-2.2,-1.921,0.105
-2.2,-1.921,0.175
-2.2,-1.921,0.244
-2.2,-1.921,0.314
-2.2,-1.921,0.384
-2.2,-1.921,0.454
-2.2,-1.921,0.524
-2.2,-1.921,0.594
-2.2,-1.921,0.663
-2.2,-1.921,0.733
-2.2,-1.921,0.803
-2.2,-1.921,0.873
-2.2,-1.921,0.943
-2.2,-1.921,1.013
-2.2,-1.921,1.083
-2.2,-1.921,1.152
-2.2,-1.921,1.222
-2.2,-1.921,1.292
-2.2,-1.921,1.362
-2.2,-1.921,1.432
-2.2,-1.921,1.502
-2.2,-1.921,1.571
-2.2,-1.921,1.641
-2.2,-1.921,1.711
-2.2,-1.921,1.781
-2.2,-1.921,1.851
-2.2,-1.921,1.921
-2.2,-1.921,1.99
-2.2,-1.921,2.06
-2.2,-1.921,2.13
-2.2,-1.921,2.2
-2.2,-1.851,-2.2
-2.2,-1.851,-2.13
-2.2,-1.851,-2.06
-2.2,-1.851,-1.99
-2.2,-1.851,-1.921
-2.2,-1.851,-1.851
-2.2,-1.851,-1.781
-2.2,-1.851,-1.711
-2.2,-1.851,-1.641
-2.2,-1.851,-1.571
-2.2,-1.851,-1.502
-2.2,-1.851,-1.432
-2.2,-1.851,-1.362
-2.2,-1.851,-1.292
-2.2,-1.851,-1.222
-2.2,-1.851,-1.152
-2.2,-1.851,-1.083
-2.2,-1.851,-1.013
-2.2,-1.851,-0.943
-2.2,-1.851,-0.873
-2.2,-1.851,-0.803
-2.2,-1.851,-0.733
-2.2,-1.851,-0.663
-2.2,-1.851,-0.594
-2.2,-1.851,-0.524
-2.2,-1.851,-0.454
-2.2,-1.851,-0.384
-2.2,-1.851,-0.314
-2.2,-1.851,-0.244
-2.2,-1.851,-0.175
-2.2,-1.851,-0.105
-2.2,-1.851,-0.035
-2.2,-1.851,0.035
-2.2,-1.851,0.105
-2.2,-1.851,0.175
-2.2,-1.851,0.244
-2.2,-1.851,0.314
-2.2,-1.851,0.384
-2.2,-1.851,0.454
-2.2,-1.851,0.524
-2.2,-1.851,0.594
-2.2,-1.851,0.663
-2.2,-1.851,0.733
-2.2,-1.851,0.803
-2.2,-1.851,0.873
-2.2,-1.851,0.943
-2.2,-1.851,1.013
-2.2,-1.851,1.083
-2.2,-1.851,1.152
-2.2,-1.851,1.222
-2.2,-1.851,1.292
-2.2,-1.851,1.362
-2.2,-1.851,1.432
-2.2,-1.851,1.502
-2.2,-1.851,1.571
-2.2,-1.851,1.641
-2.2,-1.851,1.711
-2.2,-1.851,1.781
-2.2,-1.851,1.851
-2.2,-1.851,1.921
-2.2,-1.851,1.99
-2.2,-1.851,2.06
-2.2,-1.851,2.13
-2.2,-1.851,2.2
-2.2,-1.781,-2.2
-2.2,-1.781,-2.13
-2.2,-1.781,-2.06
-2.2,-1.781,-1.99
-2.2,-1.781,-1.921
-2.2,-1.781,-1.851
-2.2,-1.781,-1.781
-2.2,-1.781,-1.711
-2.2,-1.781,-1.641
-2.2,-1.781,-1.571
-2.2,-1.781,-1.502
-2.2,-1.781,-1.432
-2.2,-1.781,-1.362
-2.2,-1.781,-1.292
-2.2,-1.781,-1.222
-2.2,-1.781,-1.152
-2.2,-1.781,-1.083
-2.2,-1.781,-1.013
-2.2,-1.781,-0.943
-2.2,-1.781,-0.873
-2.2,-1.781,-0.803
-2.2,-1.781,-0.733
-2.2,-1.781,-0.663
-2.2,-1.781,-0.594
-2.2,-1.781,-0.524
-2.2,-1.781,-0.454
-2.2,-1.781,-0.384
-2.2,-1.781,-0.314
-2.2,-1.781,-0.244
-2.2,-1.781,-0.175
-2.2,-1.781,-0.105
-2.2,-1.781,-0.035
-2.2,-1.781,0.035
-2.2,-1.781,0.105
-2.2,-1.781,0.175
-2.2,-1.781,0.244
-2.2,-1.781,0.314
-2.2,-1.781,0.384
-2.2,-1.781,0.454
-2.2,-1.781,0.524
-2.2,-1.781,0.594
-2.2,-1.781,0.663
-2.2,-1.781,0.733
-2.2,-1.781,0.803
-2.2,-1.781,0.873
-2.2,-1.781,0.943
-2.2,-1.781,1.013
-2.2,-1.781,1.083
-2.2,-1.781,1.152
-2.2,-1.781,1.222
-2.2,-1.781,1.292
-2.2,-1.781,1.362
-2.2,-1.781,1.432
-2.2,-1.781,1.502
-2.2,-1.781,1.571
-2.2,-1.781,1.641
-2.2,-1.781,1.711
-2.2,-1.781,1.781
-2.2,-1.781,1.851
-2.2,-1.781,1.921
-2.2,-1.781,1.99
-2.2,-1.781,2.06
-2.2,-1.781,2.13
-2.2,-1.781,2.2
-2.2,-1.711,-2.2
-2.2,-1.711,-2.13
-2.2,-1.711,-2.06
-2.2,-1.711,-1.99
